iter	MAPE	RMSE	R2	MAE
997	0.1511551295	178246.4033	0.9846763364	112434.6222
998	0.151148517	178167.2043	0.9846899507	112426.2643
999	0.151125422	178153.57	0.9846922938	112418.18
1000	0.1509103437	178107.8575	0.9847001484	112366.6227
1001	0.1508495309	178073.0798	0.9847061228	112343.1586
1002	0.1507581997	178051.1792	0.9847098844	112331.718
1003	0.150726639	177922.8824	0.9847319114	112298.2208
1004	0.1507027275	177890.0247	0.9847375501	112293.6436
1005	0.1506714197	177843.7425	0.9847454908	112270.366
1006	0.1506825354	177820.9844	0.9847493947	112252.2879
1007	0.1506961895	177754.4322	0.9847608081	112203.0156
1008	0.1506970002	177665.92	0.984775981	112191.9985
1009	0.1507009377	177624.2224	0.9847831262	112176.814
1010	0.1506973932	177611.4691	0.9847853112	112173.5513
1011	0.1506628953	177526.9459	0.9847997888	112145.3945
1012	0.1504993195	177437.75	0.9848150592	112059.8281
1013	0.1504948952	177423.607	0.9848174798	112056.5593
1014	0.1504828933	177366.6204	0.9848272311	112014.5921
1015	0.1504395471	177312.5736	0.9848364766	111987.0946
1016	0.1504077883	177263.6717	0.9848448395	111963.3164
1017	0.1503865245	177220.5137	0.9848522181	111934.445
1018	0.1503497035	177156.9061	0.9848630898	111886.3907
1019	0.150323268	177094.7295	0.9848737131	111852.4662
1020	0.1502785678	177066.5138	0.9848785328	111838.7552
1021	0.1502224975	177004.4437	0.9848891325	111784.841
1022	0.1502198467	176998.2842	0.9848901841	111783.5383
1023	0.1502311515	176964.4119	0.9848959667	111748.2534
1024	0.1501907143	176922.1935	0.9849031726	111698.1025
1025	0.1501504573	176879.1078	0.9849105247	111672.752
1026	0.1501001373	176832.6703	0.9849184468	111632.904
1027	0.1500493387	176750.7029	0.9849324251	111577.399
1028	0.1498204679	176697.8914	0.9849414279	111535.4671
1029	0.149819358	176640.6532	0.9849511822	111501.8944
1030	0.1498223731	176556.9101	0.9849654477	111489.2165
1031	0.1497966376	176490.2717	0.9849767947	111448.8438
1032	0.1497785409	176460.8104	0.9849818099	111430.9896
1033	0.1497610248	176388.585	0.9849941012	111381.8014
1034	0.1497284424	176274.423	0.9850135191	111342.6696
1035	0.1497257654	176268.2395	0.9850145705	111341.0277
1036	0.1497169289	176257.2742	0.9850164349	111338.3454
1037	0.1496697264	176208.7516	0.9850246835	111325.4513
1038	0.1496515377	176190.4011	0.9850278025	111315.9867
1039	0.1496185309	176168.1228	0.9850315885	111299.8681
1040	0.149344773	176111.9366	0.9850411349	111229.5733
1041	0.1492307508	176038.2589	0.9850536486	111181.4739
1042	0.1492281939	176028.9657	0.9850552266	111177.9201
1043	0.148942371	175972.5118	0.9850648109	111088.4553
1044	0.1488697678	175929.6803	0.9850720804	111039.3184
1045	0.148865833	175864.6948	0.9850831066	111005.6055
1046	0.1488627094	175766.4628	0.9850997661	110976.3557
1047	0.1488324738	175744.5727	0.9851034773	110968.9374
1048	0.1487943164	175616.2028	0.9851252312	110912.2395
1049	0.1487709917	175552.5321	0.9851360151	110884.0971
1050	0.1486643456	175493.4929	0.9851460111	110835.4227
1051	0.1486700838	175463.9742	0.9851510076	110824.8851
1052	0.1486638087	175452.0346	0.9851530284	110818.665
1053	0.1486478586	175390.6112	0.985163422	110802.2129
1054	0.1486416302	175375.3192	0.9851660091	110798.3916
1055	0.1486171237	175351.0741	0.9851701103	110780.2445
1056	0.1486329143	175325.1634	0.9851744926	110764.8214
1057	0.1485908238	175267.5831	0.985184229	110706.3556
1058	0.1485401935	175224.577	0.985191499	110666.6271
1059	0.1485420713	175189.736	0.9851973873	110646.9035
1060	0.1485283819	175120.1652	0.9852091417	110612.9274
1061	0.1484941176	175064.0607	0.9852186175	110572.8777
1062	0.1484846993	175052.0164	0.9852206513	110565.494
1063	0.1484808741	175037.383	0.9852231222	110561.2173
1064	0.1484749862	174972.6102	0.9852340565	110542.4142
1065	0.1484268765	174910.246	0.9852445805	110496.0525
1066	0.1484187766	174900.8113	0.9852461723	110491.8599
1067	0.1484159099	174891.0984	0.9852478109	110488.9466
1068	0.1484135378	174885.1171	0.9852488199	110487.8388
1069	0.1483558249	174841.8577	0.9852561167	110453.888
1070	0.1482961642	174808.8199	0.9852616881	110430.2775
1071	0.1482694075	174737.9046	0.9852736436	110398.3517
1072	0.1482457765	174705.9705	0.9852790257	110381.5581
1073	0.1482467245	174682.1843	0.985283034	110369.3359
1074	0.148124191	174649.8809	0.9852884766	110351.6834
1075	0.1481114107	174584.4081	0.9852995046	110321.3482
1076	0.1480996049	174535.5056	0.9853077389	110275.2024
1077	0.1481182952	174456.6264	0.9853210159	110260.6493
1078	0.1481008369	174408.4312	0.9853291252	110239.8217
1079	0.148090651	174398.0537	0.985330871	110234.6333
1080	0.1480398677	174353.4963	0.9853383658	110189.2027
1081	0.1479819508	174316.3819	0.9853446071	110176.586
1082	0.1479701493	174291.8673	0.9853487289	110166.6669
1083	0.1478508715	174223.378	0.9853602413	110149.2622
1084	0.1478279088	174191.4396	0.9853656082	110120.1591
1085	0.1478234712	174145.1764	0.9853733807	110093.0774
1086	0.1477524926	174106.4956	0.9853798776	110063.8205
1087	0.147750252	174089.4757	0.9853827359	110056.745
1088	0.1477320524	174073.6869	0.9853853871	110051.3785
1089	0.1476859077	174001.7738	0.9853974598	110009.041
1090	0.1476862745	173930.5621	0.9854094098	109999.9364
1091	0.1476791206	173915.7444	0.9854118957	109988.8391
1092	0.1476773599	173872.9894	0.9854190674	109960.1291
1093	0.1476765864	173804.9243	0.985430481	109954.1525
1094	0.1476227367	173766.5924	0.9854369068	109928.4874
1095	0.1476206162	173760.7456	0.9854378868	109926.9466
1096	0.1476171345	173751.6328	0.9854394142	109924.1672
1097	0.147580306	173723.4021	0.9854441453	109913.6333
1098	0.1475926484	173711.5664	0.9854461286	109911.6084
1099	0.147546314	173649.55	0.9854565185	109879.4471
1100	0.1475615436	173552.7782	0.9854727236	109862.3765
1101	0.1475586546	173546.907	0.9854737065	109861.1804
1102	0.147453829	173507.5598	0.9854802926	109818.9621
1103	0.1474225688	173457.6498	0.9854886447	109796.1604
1104	0.1474004562	173375.1771	0.9855024406	109781.0704
1105	0.1474124045	173311.8647	0.985513027	109763.9308
1106	0.1473067219	173239.5488	0.9855251141	109693.8322
1107	0.1473113663	173221.0732	0.9855282014	109687.2084
1108	0.1472842356	173141.6245	0.9855414735	109647.9126
1109	0.1472604688	173093.0099	0.9855495917	109615.547
1110	0.1472599456	173031.1513	0.9855599181	109610.3683
1111	0.1472604003	172971.5438	0.9855698654	109589.0272
1112	0.1472667412	172948.9291	0.9855736384	109580.2515
1113	0.1472421148	172901.3368	0.985581577	109551.4626
1114	0.1472365693	172890.0749	0.9855834552	109545.0413
1115	0.1472324414	172838.1777	0.9855921089	109511.029
1116	0.1472334788	172828.1033	0.9855937885	109509.2779
1117	0.1471735671	172788.5895	0.9856003751	109490.1084
1118	0.147130518	172718.4541	0.9856120624	109436.9612
1119	0.1471019801	172651.4225	0.9856232281	109403.4121
1120	0.1470800275	172590.4689	0.9856333776	109380.1192
1121	0.1470639588	172530.4032	0.9856433757	109360.6391
1122	0.1470628108	172524.7542	0.9856443159	109359.2881
1123	0.1470436507	172476.4947	0.985652346	109338.4974
1124	0.1469368471	172428.964	0.9856602527	109306.2222
1125	0.1468397723	172383.4736	0.985667818	109261.2664
1126	0.1468114923	172345.0541	0.9856742058	109249.4872
1127	0.1467980756	172319.5405	0.985678447	109242.1284
1128	0.1467953395	172305.2596	0.9856808206	109238.1172
1129	0.1467706021	172224.4751	0.9856942445	109202.925
1130	0.1466756072	172188.97	0.9857001423	109165.8594
1131	0.1466727551	172178.0291	0.9857019595	109163.2104
1132	0.1466642664	172151.5756	0.9857063526	109136.3881
1133	0.1466623813	172141.1725	0.9857080801	109133.6612
1134	0.146655222	172132.4819	0.9857095231	109129.8881
1135	0.1466501898	172122.542	0.9857111735	109127.7592
1136	0.146647944	172112.4348	0.9857128516	109125.7384
1137	0.1466530834	172087.4721	0.9857169956	109096.982
1138	0.1466307341	172046.1523	0.9857238537	109070.7501
1139	0.1465701354	172018.728	0.9857284046	109034.3429
1140	0.1465606938	171978.8128	0.985735027	109010.3318
1141	0.1463045631	171951.2876	0.9857395929	108958.9055
1142	0.1463055554	171869.0942	0.9857532227	108919.3996
1143	0.1462704172	171833.8019	0.9857590731	108884.8638
1144	0.1462287339	171784.0967	0.9857673106	108857.0829
1145	0.1461980996	171716.8577	0.9857784502	108833.3268
1146	0.1461785014	171699.7799	0.9857812789	108823.6136
1147	0.1461328047	171661.2741	0.9857876556	108800.3565
1148	0.1461383877	171623.685	0.9857938791	108770.0302
1149	0.1461284178	171611.3872	0.985795915	108765.7285
1150	0.1460967961	171596.0106	0.9857984603	108760.9499
1151	0.1460959544	171586.4036	0.9858000504	108758.9091
1152	0.1460401384	171527.5926	0.9858097828	108707.3363
1153	0.145984096	171488.7931	0.9858162017	108691.9057
1154	0.1459773268	171480.881	0.9858175105	108688.631
1155	0.1459677473	171384.4094	0.9858334635	108655.0502
1156	0.1459373228	171315.9047	0.9858447864	108617.1403
1157	0.1459347318	171310.6148	0.9858456605	108615.6017
1158	0.1459329128	171296.9672	0.9858479157	108609.6554
1159	0.1459302354	171275.9269	0.985851392	108605.353
1160	0.1459246097	171265.7569	0.9858530722	108599.4788
1161	0.1459244759	171210.6721	0.985862171	108559.4009
1162	0.1459184621	171175.5311	0.985867974	108537.0348
1163	0.1459204253	171132.9058	0.9858750113	108516.0092
1164	0.1458926935	171103.8674	0.9858798044	108505.4943
1165	0.1458144268	171036.6996	0.9858908882	108473.1678
1166	0.1458097946	170988.2287	0.985898884	108437.2938
1167	0.1456942851	170918.3436	0.9859104082	108358.672
1168	0.1456399194	170880.6988	0.985916614	108324.7567
1169	0.1456454431	170855.2012	0.9859208165	108312.0157
1170	0.1456437883	170837.26	0.9859237732	108306.551
1171	0.1456561698	170762.8256	0.9859360367	108275.5964
1172	0.1455670035	170743.8077	0.9859391691	108265.4582
1173	0.1455662691	170738.6346	0.9859400211	108263.9279
1174	0.1455424985	170704.1084	0.9859457069	108253.409
1175	0.1455123083	170618.2698	0.9859598377	108207.4863
1176	0.1454999992	170567.4979	0.9859681925	108182.4657
1177	0.145496088	170551.9598	0.9859707489	108180.2863
1178	0.1453765848	170517.1794	0.9859764702	108161.4418
1179	0.1453576607	170459.1491	0.9859860136	108127.6178
1180	0.1453540945	170429.302	0.9859909208	108114.5423
1181	0.1453497063	170390.1513	0.9859973563	108098.7605
1182	0.1453420519	170372.6261	0.9860002366	108089.5474
1183	0.1453047536	170347.3809	0.9860043852	108071.0774
1184	0.1452606338	170289.4474	0.9860139031	108022.8196
1185	0.1452602369	170253.7604	0.9860197646	108012.8718
1186	0.1452233276	170220.8489	0.986025169	107990.2219
1187	0.1451646239	170173.2695	0.9860329803	107954.8987
1188	0.1451186534	170117.6112	0.9860421152	107891.9013
1189	0.1451529229	170064.4361	0.9860508396	107872.9427
1190	0.1450148785	169998.5158	0.9860616515	107803.2157
1191	0.1450065058	169950.9227	0.9860694548	107772.3402
1192	0.1449811843	169888.2488	0.9860797274	107743.7035
1193	0.1450039469	169847.9085	0.9860863374	107730.0985
1194	0.1450216449	169757.1639	0.9861012008	107713.9393
1195	0.1450179501	169745.6729	0.9861030823	107710.5018
1196	0.1449574376	169706.8892	0.986109432	107690.476
1197	0.1449011353	169683.1163	0.9861133234	107681.8568
1198	0.1448687527	169630.8168	0.9861218823	107657.1624
1199	0.1448653243	169622.9405	0.986123171	107655.2186
1200	0.144854875	169566.7323	0.9861323663	107626.5168
1201	0.1448671146	169518.9261	0.9861401846	107599.8439
1202	0.1448483204	169505.448	0.9861423885	107594.4804
1203	0.144840071	169459.7558	0.9861498584	107557.124
1204	0.1448346732	169446.1748	0.9861520783	107548.7096
1205	0.1448333359	169440.9124	0.9861529385	107547.4104
1206	0.1448084112	169357.8043	0.9861665187	107527.8905
1207	0.1446037221	169302.2094	0.9861755994	107453.0452
1208	0.1445852123	169240.3463	0.9861857004	107428.5767
1209	0.1445238362	169204.5365	0.9861915458	107409.7384
1210	0.144485062	169178.1443	0.9861958531	107399.9652
1211	0.1443952835	169136.8673	0.9862025883	107377.8187
1212	0.1443837875	169074.7456	0.9862127216	107339.1885
1213	0.1443643279	169052.3432	0.986216375	107324.9913
1214	0.1443631762	169035.8023	0.9862190722	107322.0563
1215	0.1443495382	168966.189	0.9862304205	107311.6527
1216	0.1443656792	168928.5302	0.9862365577	107292.1169
1217	0.144357577	168860.8117	0.9862475902	107264.4472
1218	0.1443389501	168795.0702	0.9862582964	107232.5646
1219	0.1443322728	168785.2999	0.9862598872	107226.8716
1220	0.1443422507	168754.8601	0.9862648427	107216.172
1221	0.1443411264	168734.1901	0.9862682072	107208.4621
1222	0.1442222403	168702.6153	0.9862733459	107164.5034
1223	0.1442199954	168697.6677	0.986274151	107162.7481
1224	0.1442263061	168621.304	0.9862865747	107135.0127
1225	0.1442117682	168608.719	0.9862886216	107123.8786
1226	0.144198388	168591.6864	0.9862913916	107116.15
1227	0.1441791556	168542.2765	0.9862994257	107083.3918
1228	0.1441796483	168537.0814	0.9863002703	107082.2909
1229	0.1441743994	168529.4641	0.9863015087	107078.4111
1230	0.1440373991	168476.8457	0.9863100612	107023.439
1231	0.1439764078	168451.6411	0.986314157	106996.3908
1232	0.1439541376	168418.438	0.9863195517	106974.8376
1233	0.1439382214	168387.8259	0.9863245244	106965.4757
1234	0.1439320437	168378.7457	0.9863259992	106960.7649
1235	0.1439300458	168373.9969	0.9863267705	106959.1704
1236	0.1439220511	168362.872	0.9863285773	106954.2058
1237	0.1439189604	168353.9868	0.9863300203	106950.6781
1238	0.1439180808	168347.0817	0.9863311416	106947.4258
1239	0.1439150194	168339.8889	0.9863323096	106943.5816
1240	0.1439123856	168333.6264	0.9863333265	106941.5426
1241	0.1438057191	168291.4834	0.9863401687	106884.9798
1242	0.1437473023	168229.6804	0.9863501996	106834.849
1243	0.1437380719	168148.689	0.9863633394	106819.2841
1244	0.1436183222	168111.2711	0.9863694078	106770.5823
1245	0.1436141559	168078.7626	0.986374679	106750.1718
1246	0.1436069539	168034.7521	0.9863818134	106730.773
1247	0.1436090509	167995.2238	0.9863882197	106711.7948
1248	0.1435460219	167936.4157	0.9863977479	106671.6306
1249	0.143529595	167924.9285	0.9863996087	106663.1268
1250	0.143402542	167871.922	0.9864081934	106602.0221
1251	0.1434008824	167867.2493	0.9864089501	106600.4577
1252	0.143400003	167863.1088	0.9864096205	106599.4283
1253	0.1433970982	167855.1123	0.9864109153	106596.8325
1254	0.1434055077	167812.226	0.9864178583	106585.1094
1255	0.1433829303	167793.4307	0.9864209006	106577.0082
1256	0.1433779515	167785.015	0.9864222627	106571.8663
1257	0.1431317466	167760.8111	0.9864261797	106539.4128
1258	0.1431451109	167722.424	0.986432391	106529.0247
1259	0.1431428527	167694.3481	0.9864369329	106513.7757
1260	0.1431293569	167662.3742	0.9864421045	106494.5785
1261	0.1430931106	167618.5177	0.9864491964	106472.8778
1262	0.1430843966	167577.5903	0.986455813	106440.3548
1263	0.1430726902	167552.383	0.9864598873	106426.5455
1264	0.1430673907	167485.6824	0.9864706655	106387.8732
1265	0.143033652	167461.9463	0.9864745	106379.8547
1266	0.1429827164	167442.7688	0.9864775977	106366.2716
1267	0.1429816334	167404.9144	0.9864837111	106347.9579
1268	0.1429435714	167374.0085	0.9864887013	106322.1305
1269	0.14293127	167332.3767	0.9864954219	106292.6343
1270	0.142918255	167298.866	0.9865008304	106278.129
1271	0.1429065453	167281.3284	0.9865036604	106254.5174
1272	0.1428803262	167262.0374	0.9865067731	106238.8917
1273	0.1428698674	167203.4593	0.9865162225	106208.898
1274	0.1428563999	167139.7199	0.9865265008	106194.7856
1275	0.1428627086	167111.5342	0.9865310447	106177.1325
1276	0.1428408526	167087.6968	0.9865348869	106167.9081
1277	0.142818121	167062.8913	0.9865388846	106145.7035
1278	0.1426985344	167014.2266	0.9865467258	106081.6987
1279	0.1426600391	166950.0683	0.9865570599	106039.637
1280	0.1426679499	166935.3242	0.9865594343	106035.0118
1281	0.1426567515	166864.5442	0.9865708293	105998.1747
1282	0.1426562543	166831.8984	0.9865760835	105978.3762
1283	0.1426368163	166811.9113	0.9865792997	105971.3287
1284	0.1425992627	166712.2515	0.986595331	105926.8793
1285	0.1425119736	166680.152	0.9866004925	105902.6629
1286	0.142509607	166675.312	0.9866012707	105901.5912
1287	0.1425024144	166576.3807	0.9866171718	105893.1071
1288	0.1424963214	166570.7526	0.9866180761	105890.4813
1289	0.1424536748	166505.0133	0.9866286367	105844.3806
1290	0.1424188908	166481.6864	0.986632383	105838.7228
1291	0.1424182697	166476.8742	0.9866331558	105837.5427
1292	0.1423279794	166436.3066	0.9866396696	105790.5442
1293	0.1423082189	166385.5281	0.9866478206	105763.8561
1294	0.1421922216	166326.8224	0.986657241	105737.6469
1295	0.1421895671	166320.0786	0.986658323	105734.314
1296	0.1420953275	166274.2764	0.9866656702	105711.3126
1297	0.1420958876	166246.315	0.9866701545	105701.8472
1298	0.1421066966	166232.5403	0.9866723634	105699.4266
1299	0.1420315396	166211.5432	0.98667573	105677.3645
1300	0.1420145892	166166.1621	0.986683005	105653.6919
1301	0.1420137455	166161.5102	0.9866837506	105652.5076
1302	0.1419776365	166106.9903	0.9866924876	105610.79
1303	0.1419648738	166099.9505	0.9866936156	105607.3529
1304	0.141923756	166066.2361	0.9866990168	105577.5091
1305	0.1418992935	165976.1582	0.9867134424	105535.6279
1306	0.141880327	165946.5069	0.9867181892	105517.3595
1307	0.1418119904	165919.4066	0.9867225269	105485.7153
1308	0.1417888557	165905.2314	0.9867247955	105477.7622
1309	0.1418021965	165857.5889	0.9867324188	105455.7358
1310	0.1418232556	165838.4768	0.9867354763	105448.043
1311	0.1418175526	165799.4255	0.9867417226	105433.0848
1312	0.1417798175	165746.62	0.9867501665	105384.7686
1313	0.141739764	165711.7747	0.986755737	105352.2767
1314	0.1417394191	165707.514	0.986756418	105350.9594
1315	0.1417563547	165690.4981	0.9867591378	105330.0628
1316	0.1417378368	165674.6476	0.986761671	105326.5791
1317	0.1416754846	165650.0233	0.9867656059	105312.215
1318	0.1416728365	165623.7388	0.9867698055	105302.9903
1319	0.1416330812	165562.5022	0.986779587	105264.4763
1320	0.1416198989	165481.3093	0.9867925506	105251.8188
1321	0.1416171379	165441.9391	0.9867988343	105205.7469
1322	0.1415763764	165385.1381	0.9868078974	105193.9368
1323	0.1415694121	165349.7022	0.98681355	105178.9142
1324	0.1415602641	165336.8829	0.9868155945	105171.6593
1325	0.1415576518	165332.7004	0.9868162616	105170.3057
1326	0.1415498215	165326.5535	0.9868172419	105167.2363
1327	0.1415299439	165249.3583	0.9868295497	105147.2862
1328	0.1415200133	165235.1853	0.9868318088	105141.7388
1329	0.1415099159	165173.4776	0.9868416424	105130.19
1330	0.1415131982	165138.0133	0.9868472922	105114.3095
1331	0.1414633835	165097.0993	0.9868538088	105090.2244
1332	0.1414277625	165044.734	0.9868621468	105055.86
1333	0.1414209471	165036.7312	0.9868634209	105052.5461
1334	0.1414005463	164993.595	0.9868702871	105029.6277
1335	0.1413257512	164918.0679	0.9868823048	104986.9522
1336	0.1412974142	164897.3248	0.9868856044	104975.3836
1337	0.141291667	164848.5724	0.9868933579	104959.506
1338	0.1412782155	164811.4012	0.986899268	104943.4362
1339	0.1412197341	164772.2247	0.9869054955	104923.964
1340	0.1412120879	164748.1885	0.9869093155	104914.5312
1341	0.1411537397	164716.9124	0.9869142853	104880.4087
1342	0.1411198191	164672.0637	0.9869214103	104849.6856
1343	0.1411074606	164634.3095	0.9869274066	104835.5583
1344	0.1411029445	164627.3145	0.9869285174	104831.3986
1345	0.1410845371	164600.6476	0.9869327518	104817.7471
1346	0.1410786663	164592.3862	0.9869340635	104811.5833
1347	0.1410776277	164588.2751	0.9869347162	104810.1809
1348	0.1410301201	164537.0358	0.9869428499	104765.2162
1349	0.1410217694	164527.134	0.9869444214	104761.387
1350	0.1409831247	164501.7002	0.9869484575	104736.9375
1351	0.1409865156	164464.0979	0.9869544235	104721.4114
1352	0.140971739	164421.9575	0.986961108	104689.339
1353	0.140986518	164389.2147	0.9869663006	104674.056
1354	0.1409472774	164361.5162	0.9869706924	104649.2658
1355	0.1409499703	164287.0388	0.9869824977	104643.2732
1356	0.1408705098	164255.394	0.986987512	104620.3448
1357	0.1408605072	164239.3997	0.9869900461	104616.772
1358	0.1408642664	164218.4148	0.9869933704	104607.7616
1359	0.1408619576	164132.7275	0.9870069403	104600.0174
1360	0.1408427663	164110.6861	0.9870104298	104579.8688
1361	0.1408411155	164106.6582	0.9870110674	104578.7239
1362	0.1407877189	164080.5568	0.9870151989	104541.4655
1363	0.1407529292	164030.8255	0.9870230688	104504.3587
1364	0.1407505615	164019.4981	0.9870248611	104502.6629
1365	0.1407268851	163988.0806	0.9870298313	104488.2548
1366	0.1407180307	163901.0952	0.9870435874	104440.6691
1367	0.140724091	163845.1389	0.9870524326	104415.1462
1368	0.140719724	163837.6401	0.9870536177	104412.439
1369	0.1406903478	163792.995	0.9870606724	104382.2265
1370	0.1407009024	163759.6812	0.9870659353	104365.7267
1371	0.1406727824	163742.9834	0.9870685728	104356.2211
1372	0.140667624	163729.7874	0.987070657	104352.0022
1373	0.1406554058	163719.1898	0.9870723307	104342.4958
1374	0.1406251899	163656.3427	0.9870822539	104314.539
1375	0.1404937862	163608.3929	0.9870898224	104255.5803
1376	0.1404904967	163604.4079	0.9870904513	104254.1823
1377	0.1404550105	163576.1664	0.9870949078	104236.5393
1378	0.1404342588	163564.491	0.98709675	104230.264
1379	0.1403176145	163527.9232	0.9871025188	104200.1379
1380	0.1403403863	163511.7028	0.9871050773	104186.6484
1381	0.1403534036	163493.5522	0.98710794	104177.2634
1382	0.1403444868	163453.9232	0.987114189	104164.9652
1383	0.1403427968	163448.1128	0.9871151051	104162.408
1384	0.140316776	163426.8054	0.9871184643	104146.1827
1385	0.1403153646	163422.9109	0.9871190782	104145.0131
1386	0.1402665942	163384.5202	0.9871251294	104105.8331
1387	0.1402377408	163344.027	0.9871315104	104078.7143
1388	0.1402397858	163313.3096	0.9871363498	104063.3782
1389	0.1402334914	163271.9775	0.9871428602	104039.078
1390	0.140220446	163257.435	0.9871451505	104032.3149
1391	0.1401593593	163246.4635	0.9871468782	104017.4429
1392	0.1401554883	163216.9234	0.9871515294	104007.5839
1393	0.140145386	163183.5712	0.9871567799	103991.8177
1394	0.1401611315	163157.3954	0.9871608998	103983.8677
1395	0.1401605898	163108.2311	0.9871686363	103978.458
1396	0.1400773069	163075.1051	0.9871738477	103962.011
1397	0.1400763699	163071.2681	0.9871744512	103960.933
1398	0.1400177942	163038.0748	0.987179672	103928.0306
1399	0.1400151013	163030.1945	0.9871809113	103925.243
1400	0.1399867995	163002.3862	0.9871852841	103896.3804
1401	0.1399952046	162973.0947	0.9871898892	103875.7776
1402	0.1399921169	162916.029	0.9871988587	103842.4624
1403	0.1399364586	162889.1267	0.9872030861	103827.7634
1404	0.1399310578	162832.9267	0.9872119149	103814.584
1405	0.1399292336	162829.1278	0.9872125116	103813.127
1406	0.1398633705	162804.4391	0.9872163891	103783.7062
1407	0.1398588767	162799.2321	0.9872172068	103781.5785
1408	0.1397508299	162777.094	0.987220683	103753.4487
1409	0.1397437397	162724.5708	0.9872289287	103719.4283
1410	0.139741691	162719.016	0.9872298006	103716.6597
1411	0.1397493232	162688.594	0.9872345752	103693.9151
1412	0.1397580608	162661.9081	0.9872387627	103683.9912
1413	0.1397561129	162658.1583	0.9872393511	103682.5131
1414	0.1397534258	162650.1209	0.9872406121	103679.4341
1415	0.1397474741	162641.6239	0.9872419452	103676.996
1416	0.1397413256	162597.4705	0.9872488713	103656.1123
1417	0.1397244539	162589.1108	0.9872501824	103649.3782
1418	0.1397071544	162523.5176	0.9872604676	103615.1556
1419	0.1397043966	162486.5669	0.9872662598	103596.0897
1420	0.1396875658	162411.7471	0.987277984	103586.8357
1421	0.1396761328	162385.0495	0.9872821662	103576.2867
1422	0.1396712863	162377.8222	0.9872832983	103571.6181
1423	0.1396755293	162321.9645	0.9872920458	103547.2581
1424	0.1395202188	162267.67	0.9873005457	103519.6076
1425	0.1395187211	162264.1016	0.9873011042	103518.1986
1426	0.1395238397	162199.735	0.987311177	103513.3612
1427	0.1395028057	162178.7396	0.9873144617	103506.1213
1428	0.139475425	162124.1304	0.9873230032	103483.3702
1429	0.1392252499	162100.9313	0.987326631	103444.106
1430	0.1392221929	162053.7453	0.9873340081	103428.5789
1431	0.1391204737	161999.3108	0.9873425158	103400.6897
1432	0.1391136062	161990.6836	0.9873438639	103397.7406
1433	0.1391108591	161987.034	0.9873444342	103396.4673
1434	0.1391106681	161960.2416	0.9873486202	103382.214
1435	0.1391093231	161953.0181	0.9873497488	103379.9989
1436	0.1391059302	161940.929	0.9873516373	103376.7746
1437	0.1391049188	161934.0633	0.9873527097	103374.6474
1438	0.1390961927	161912.1796	0.9873561278	103364.9087
1439	0.1390934586	161899.0917	0.9873581718	103361.3168
1440	0.1390882066	161887.3331	0.9873600081	103358.2429
1441	0.1390747941	161840.2874	0.9873673535	103336.7168
1442	0.1390864796	161796.4343	0.9873741986	103324.4252
1443	0.138971052	161761.5026	0.9873796498	103299.5143
1444	0.1389808566	161753.0402	0.9873809703	103297.9644
1445	0.138977656	161737.6601	0.9873833699	103291.1987
1446	0.1389317599	161708.2782	0.9873879534	103268.2234
1447	0.1389265524	161702.9142	0.9873887901	103265.6163
1448	0.1389279656	161689.0767	0.9873909484	103262.7187
1449	0.1389264327	161627.0805	0.9874006159	103236.8709
1450	0.138917478	161550.5236	0.9874125488	103221.9991
1451	0.1388941719	161521.4428	0.9874170801	103195.1777
1452	0.138861918	161487.095	0.9874224311	103165.8581
1453	0.1388103527	161465.2414	0.9874258351	103144.0957
1454	0.1388094844	161458.3896	0.9874269022	103142.314
1455	0.1387766395	161433.8936	0.987430717	103127.9278
1456	0.1387556178	161363.7381	0.9874416393	103094.9217
1457	0.1387269204	161342.587	0.9874449313	103082.3545
1458	0.1387246388	161338.7804	0.9874455238	103080.951
1459	0.1387187904	161331.266	0.9874466932	103078.2978
1460	0.1387109747	161320.6461	0.9874483458	103074.2764
1461	0.138706022	161307.9989	0.9874503138	103071.8078
1462	0.1387005889	161300.8836	0.9874514209	103066.9959
1463	0.1387039259	161270.664	0.9874561224	103042.5072
1464	0.1386973285	161213.6148	0.9874649956	103030.7234
1465	0.138688199	161199.1761	0.9874672408	103026.5748
1466	0.1386249448	161177.2018	0.9874706574	103013.5102
1467	0.138624609	161173.6925	0.987471203	103012.3227
1468	0.1385723613	161136.4543	0.9874769918	102986.84
1469	0.1385714261	161132.9249	0.9874775404	102985.7476
1470	0.1385540784	161111.9243	0.9874808043	102973.7788
1471	0.1384805301	161093.1964	0.9874837146	102962.1832
1472	0.1384502134	161048.2752	0.987490694	102919.0818
1473	0.1384603587	161020.0771	0.9874950742	102905.2098
1474	0.1384364045	160995.2072	0.9874989367	102887.7083
1475	0.1384311359	160968.0539	0.9875031532	102865.373
1476	0.1384309737	160964.4456	0.9875037134	102864.3763
1477	0.1384274767	160913.2369	0.9875116632	102855.6754
1478	0.1384097151	160889.2802	0.9875153815	102840.3548
1479	0.1383807759	160871.4002	0.9875181562	102833.7812
1480	0.1383786569	160866.2608	0.9875189537	102831.3373
1481	0.1383378277	160838.1055	0.9875233223	102804.2396
1482	0.1383305881	160825.4698	0.9875252826	102798.5354
1483	0.1383202264	160808.1758	0.9875279653	102790.0936
1484	0.1383167219	160789.9425	0.9875307934	102785.8583
1485	0.1383149514	160783.487	0.9875317946	102783.8303
1486	0.1383234207	160730.6417	0.9875399892	102760.9815
