iter	MAPE	RMSE	R2	MAE
2288	0.1277451923	144217.8887	0.9899686513	93849.23089
2289	0.1277406517	144209.273	0.9899698498	93846.06276
2290	0.1277056105	144198.3342	0.9899713714	93838.93612
2291	0.1277044942	144196.6064	0.9899716118	93838.01125
2292	0.1277076318	144175.0879	0.9899746046	93822.77636
2293	0.1275640734	144162.6693	0.9899763316	93809.05471
2294	0.1275172301	144142.1191	0.9899791891	93798.17684
2295	0.1275319813	144113.6441	0.9899831479	93787.33729
2296	0.1275316373	144112.1809	0.9899833513	93786.76181
2297	0.1275302899	144109.4447	0.9899837317	93784.79307
2298	0.1275104548	144102.3071	0.9899847239	93775.41329
2299	0.1275066578	144074.0763	0.9899886476	93765.15815
2300	0.1275250824	144067.191	0.9899896045	93761.62808
2301	0.1275025935	144036.7481	0.9899938346	93743.55694
2302	0.1274925367	144018.173	0.9899964153	93727.70239
2303	0.1274805586	143989.011	0.9900004661	93714.40587
2304	0.1274660451	143981.2537	0.9900015435	93709.05199
2305	0.1274599971	143966.8026	0.9900035505	93706.07259
2306	0.1274573338	143964.3227	0.9900038948	93704.14868
2307	0.1274437841	143931.0444	0.9900085156	93687.23657
2308	0.1274417371	143927.2622	0.9900090407	93685.88973
2309	0.1274396681	143910.403	0.9900113812	93678.63447
2310	0.1274187482	143894.7682	0.9900135515	93669.67369
2311	0.127415996	143892.4711	0.9900138703	93668.30388
2312	0.1274095039	143867.11	0.9900173901	93657.54181
2313	0.1274081359	143825.3397	0.990023186	93642.56414
2314	0.1274111666	143815.5931	0.9900245381	93638.68155
2315	0.127403529	143784.5992	0.9900288373	93624.76249
2316	0.1273755017	143772.0924	0.9900305719	93606.57175
2317	0.1273784852	143757.2713	0.9900326272	93600.11552
2318	0.1273776251	143755.5818	0.9900328615	93599.27834
2319	0.1273602774	143731.4218	0.9900362114	93587.32984
2320	0.1273666265	143726.3142	0.9900369196	93585.47342
2321	0.1273692768	143720.1963	0.9900377677	93581.24594
2322	0.1273677905	143718.3818	0.9900380193	93580.42662
2323	0.1273552384	143713.4078	0.9900387088	93578.48859
2324	0.1273203896	143701.0936	0.9900404158	93565.47354
2325	0.1273189039	143699.5287	0.9900406328	93564.77409
2326	0.1273184652	143697.9104	0.9900408571	93564.26776
2327	0.1273031826	143677.1148	0.9900437394	93549.79824
2328	0.1272784048	143667.1249	0.9900451239	93539.56465
2329	0.1272690624	143637.342	0.9900492508	93520.38749
2330	0.1272595944	143617.1253	0.9900520517	93504.87295
2331	0.1272305177	143611.4231	0.9900528416	93502.00418
2332	0.1272272163	143602.671	0.990054054	93500.23382
2333	0.127222811	143597.3447	0.9900547918	93497.64552
2334	0.1272195793	143594.5008	0.9900551857	93496.03796
2335	0.1271532945	143585.9048	0.9900563764	93484.48313
2336	0.1271521397	143584.1934	0.9900566134	93483.97581
2337	0.1271368624	143570.3237	0.9900585343	93471.85331
2338	0.1271329096	143565.3686	0.9900592205	93469.5648
2339	0.127140687	143554.9323	0.9900606657	93465.6473
2340	0.1271264804	143531.2377	0.9900639465	93449.30458
2341	0.1271200271	143518.7798	0.9900656713	93445.76299
2342	0.1270982834	143503.0838	0.9900678441	93437.84547
2343	0.1270945626	143499.9631	0.9900682761	93435.43841
2344	0.1270937223	143475.5669	0.9900716527	93431.85687
2345	0.1270917551	143465.9923	0.9900729778	93427.13056
2346	0.1270868298	143463.3466	0.9900733439	93425.25156
2347	0.1270830115	143455.5851	0.990074418	93421.04553
2348	0.1270777744	143440.388	0.9900765208	93413.21052
2349	0.1270763534	143438.7116	0.9900767528	93412.31254
2350	0.1270818708	143423.54	0.9900788518	93402.29221
2351	0.1270785143	143421.0832	0.9900791917	93401.1727
2352	0.1270656154	143401.4098	0.9900819133	93390.24135
2353	0.127064897	143397.234	0.9900824909	93389.1354
2354	0.1270629017	143392.4483	0.9900831528	93387.65563
2355	0.1270689077	143360.4443	0.9900875791	93379.55497
2356	0.1270654056	143348.0177	0.9900892974	93373.66728
2357	0.1270548666	143339.9003	0.9900904198	93368.23895
2358	0.1270514418	143317.0019	0.9900935857	93361.64763
2359	0.1270478717	143285.7645	0.9900979036	93345.94338
2360	0.1270412264	143276.4835	0.9900991863	93341.18594
2361	0.1270362774	143267.5884	0.9901004156	93336.18109
2362	0.1270176178	143248.5747	0.9901030431	93319.9283
2363	0.1270068394	143224.4623	0.9901063746	93310.69467
2364	0.1270041719	143216.6849	0.9901074491	93306.79687
2365	0.1270027591	143215.0503	0.9901076749	93306.06107
2366	0.1269981974	143204.7249	0.9901091013	93300.55551
2367	0.126996227	143195.5994	0.9901103618	93296.09348
2368	0.1269752059	143185.285	0.9901117865	93287.12091
2369	0.1269763637	143168.5251	0.9901141012	93279.53386
2370	0.1269524265	143156.1523	0.9901158098	93271.17183
2371	0.1269474128	143146.5143	0.9901171407	93262.83692
2372	0.1269464298	143144.0266	0.9901174842	93261.43046
2373	0.1269451154	143141.0158	0.9901178999	93260.37201
2374	0.12691821	143128.1519	0.990119676	93251.34861
2375	0.1269076735	143117.0161	0.9901212134	93245.7819
2376	0.1269046124	143115.416	0.9901214343	93244.73331
2377	0.1268746155	143093.5184	0.990124457	93222.01585
2378	0.1268609832	143065.6015	0.99012831	93209.75828
2379	0.1268586011	143060.6412	0.9901289945	93208.09361
2380	0.1268450928	143034.896	0.9901325469	93194.49931
2381	0.1268374337	143007.5414	0.9901363208	93182.65622
2382	0.1268285764	143004.074	0.9901367991	93179.04278
2383	0.1268244458	142988.9569	0.9901388843	93173.56164
2384	0.1268197948	142970.887	0.9901413765	93155.12197
2385	0.126819933	142932.8215	0.9901466254	93148.70805
2386	0.1268197096	142931.3188	0.9901468326	93148.08815
2387	0.1267912293	142918.265	0.9901486323	93130.90513
2388	0.126776302	142888.2824	0.9901527652	93118.0635
2389	0.1267733035	142876.9552	0.9901543264	93114.11711
2390	0.1267715826	142875.2154	0.9901545662	93113.30132
2391	0.1267613255	142844.4715	0.9901588028	93103.19829
2392	0.1267582466	142840.109	0.9901594039	93101.48633
2393	0.1267606528	142835.3697	0.9901600569	93100.17041
2394	0.1267599455	142831.9406	0.9901605294	93097.78675
2395	0.1267594445	142806.5626	0.9901640256	93085.95191
2396	0.1267568185	142805.0109	0.9901642393	93084.91914
2397	0.1267560922	142803.5613	0.990164439	93084.37781
2398	0.1267502563	142793.3902	0.99016584	93077.48754
2399	0.1267264369	142763.9194	0.9901698989	93064.29424
2400	0.1267048537	142755.3286	0.9901710819	93059.47798
2401	0.1266820452	142731.3291	0.9901743864	93050.14481
2402	0.1266690438	142728.2794	0.9901748063	93047.66666
2403	0.1266599196	142711.7341	0.9901770841	93036.11101
2404	0.1266564727	142709.275	0.9901774226	93034.04259
2405	0.1266555499	142684.4917	0.9901808339	93027.78724
2406	0.1266423523	142654.0476	0.9901850237	93012.91765
2407	0.1266008447	142639.157	0.9901870726	92995.73559
2408	0.1265832313	142618.2917	0.9901899432	92984.14569
2409	0.1265809223	142591.9706	0.9901935639	92969.19553
2410	0.1265790531	142589.2793	0.9901939341	92967.94223
2411	0.1265736879	142576.1439	0.9901957407	92963.98025
2412	0.1265615922	142535.594	0.9902013167	92943.84207
2413	0.1265667903	142503.0823	0.9902057863	92924.63899
2414	0.1265611348	142487.3512	0.9902079486	92915.74067
2415	0.1265479854	142461.4911	0.9902115026	92905.52716
2416	0.1265509615	142446.6225	0.9902135457	92898.64403
2417	0.1265440492	142431.8915	0.9902155697	92893.04957
2418	0.1265337566	142410.6873	0.9902184828	92886.26884
2419	0.1265246001	142396.1431	0.9902204806	92876.41596
2420	0.1265238162	142394.571	0.9902206965	92875.61576
2421	0.126520859	142392.1219	0.9902210329	92873.60802
2422	0.126527356	142374.2765	0.9902234839	92867.09325
2423	0.1265256892	142372.1031	0.9902237824	92865.71464
2424	0.1264751617	142351.3577	0.9902266312	92847.14293
2425	0.1264776127	142345.1479	0.9902274839	92844.8073
2426	0.1264815456	142316.1002	0.9902314719	92825.99294
2427	0.1264732009	142295.6394	0.9902342806	92815.83836
2428	0.1264676222	142271.0043	0.9902376617	92802.50467
2429	0.1264661184	142269.376	0.9902378851	92801.70018
2430	0.1264580384	142261.8005	0.9902389247	92796.37402
2431	0.1264530639	142256.6197	0.9902396357	92794.397
2432	0.1264494104	142253.1486	0.990240112	92793.14638
2433	0.1264449409	142247.0165	0.9902409534	92790.39834
2434	0.1264311363	142211.6775	0.9902458017	92773.84042
2435	0.126431514	142210.1263	0.9902460145	92773.2344
2436	0.1264375382	142204.2426	0.9902468216	92769.13051
2437	0.1264355905	142202.6523	0.9902470398	92768.12724
2438	0.1264337307	142201.0414	0.9902472607	92767.05444
2439	0.1264158546	142186.8733	0.9902492041	92759.69469
2440	0.1264087429	142167.6296	0.9902518432	92747.012
2441	0.1263979413	142149.2467	0.990254364	92735.7128
2442	0.1264076315	142138.191	0.9902558799	92730.19806
2443	0.1264058048	142135.3504	0.9902562694	92728.9516
2444	0.126399828	142119.9448	0.9902583814	92720.00722
2445	0.1263852908	142104.2621	0.9902605313	92713.07678
2446	0.126376651	142091.2032	0.9902623212	92706.47916
2447	0.1263693101	142085.9261	0.9902630445	92703.39116
2448	0.1263688825	142084.3552	0.9902632598	92702.51605
2449	0.1263672742	142082.8108	0.9902634715	92701.52881
2450	0.1263644905	142081.3642	0.9902636697	92700.40408
2451	0.1263637378	142079.8872	0.9902638722	92699.73987
2452	0.1263620674	142078.4315	0.9902640717	92698.9559
2453	0.1263613104	142077.0057	0.9902642671	92698.3015
2454	0.1263552264	142065.6161	0.990265828	92692.02148
2455	0.1262794155	142037.0102	0.9902697476	92655.36758
2456	0.126258991	142023.0946	0.9902716541	92641.88306
2457	0.1262536872	141994.7815	0.9902755325	92621.83439
2458	0.126252281	141993.377	0.9902757249	92621.14743
2459	0.1262387108	141953.986	0.9902811195	92606.1991
2460	0.1262409135	141948.7202	0.9902818405	92604.64486
2461	0.1262391784	141937.9417	0.9902833163	92598.61268
2462	0.1262308354	141905.4081	0.9902877701	92584.18156
2463	0.1262179903	141885.2909	0.9902905236	92574.32999
2464	0.1262185565	141860.4984	0.9902939165	92556.7682
2465	0.1262180475	141846.7754	0.9902957943	92548.761
2466	0.1262139743	141823.1069	0.9902990325	92539.10115
2467	0.1262009207	141809.7709	0.9903008568	92531.77913
2468	0.1261898273	141778.3697	0.9903051517	92517.67205
2469	0.1261900946	141749.1131	0.9903091525	92516.05276
2470	0.1261829953	141743.6133	0.9903099045	92513.27295
2471	0.1261768219	141722.2853	0.9903128204	92498.14735
2472	0.1261521012	141701.0619	0.9903157215	92482.30255
2473	0.126143581	141692.7717	0.9903168546	92477.15566
2474	0.1261385936	141669.6911	0.990320009	92462.57687
2475	0.1261319434	141657.3188	0.9903216997	92456.49429
2476	0.1260961983	141632.2853	0.99032512	92438.80878
2477	0.1260804096	141613.9412	0.990327626	92425.32171
2478	0.1260804728	141605.1554	0.9903288262	92422.11216
2479	0.1260748172	141601.8987	0.990329271	92419.59315
2480	0.1260796597	141594.479	0.9903302844	92417.82521
2481	0.1260787018	141593.0836	0.990330475	92417.11111
2482	0.1260866204	141561.8459	0.9903347411	92397.46601
2483	0.1260890192	141551.5856	0.9903361421	92393.06685
2484	0.1260864843	141549.4769	0.99033643	92391.80216
2485	0.1260636193	141545.9317	0.9903369141	92387.14334
2486	0.1260655262	141537.4205	0.9903380761	92379.35226
2487	0.1260644199	141534.456	0.9903384808	92378.1991
2488	0.1260581804	141513.5186	0.9903413391	92371.64554
2489	0.1260570881	141512.1513	0.9903415257	92370.98062
2490	0.1260516332	141497.7464	0.990343492	92361.92477
2491	0.1260496663	141496.3403	0.9903436839	92361.09435
2492	0.1260512803	141466.1502	0.990347804	92341.81702
2493	0.1260327798	141456.005	0.9903491884	92335.53236
2494	0.1260355391	141450.3311	0.9903499626	92333.42364
2495	0.1260410753	141443.6571	0.9903508732	92330.13265
2496	0.1260124111	141433.8447	0.9903522119	92323.39882
2497	0.1260114991	141426.2078	0.9903532538	92319.34825
2498	0.1260071049	141423.2342	0.9903536595	92316.95286
2499	0.1260012317	141395.2042	0.9903574829	92303.44793
2500	0.1259866501	141391.4088	0.9903580005	92300.22188
2501	0.1259825983	141389.2429	0.9903582959	92298.52018
2502	0.1259821981	141387.72	0.9903585036	92297.928
2503	0.1259716831	141379.3507	0.990359645	92293.93631
2504	0.1259605554	141361.9484	0.9903620181	92286.44162
2505	0.1259591334	141360.4197	0.9903622266	92285.52942
2506	0.1259365565	141351.1102	0.990363496	92277.67011
2507	0.1259318093	141329.3795	0.9903664587	92270.15828
2508	0.1259308331	141326.4666	0.9903668558	92269.20109
2509	0.1259294418	141325.0739	0.9903670456	92268.37696
2510	0.125929095	141323.6202	0.9903672438	92267.65964
2511	0.1259286415	141322.195	0.9903674381	92266.88208
2512	0.1259271865	141320.8756	0.990367618	92266.05668
2513	0.1259248392	141319.4983	0.9903678057	92265.36898
2514	0.1259238247	141318.1406	0.9903679908	92264.65673
2515	0.1259200119	141315.1451	0.9903683991	92263.31279
2516	0.1259195295	141313.8115	0.9903685809	92262.78604
2517	0.1259192114	141312.601	0.9903687459	92262.32721
2518	0.1258991235	141301.7396	0.9903702264	92254.75605
2519	0.1259081803	141268.0916	0.9903748121	92239.487
2520	0.1259050209	141264.4884	0.9903753031	92237.16467
2521	0.1259092228	141249.0768	0.990377403	92229.5141
2522	0.1259001454	141232.7091	0.990379633	92215.09687
2523	0.1258986036	141230.416	0.9903799454	92213.29529
2524	0.1258996423	141210.3912	0.9903826732	92210.81139
2525	0.1258964395	141179.2852	0.9903869098	92199.71647
2526	0.1258919164	141145.4756	0.9903915135	92184.35447
2527	0.1258901874	141142.1434	0.9903919672	92182.63304
2528	0.1259009476	141131.5448	0.9903934101	92178.51336
2529	0.1258918878	141120.1354	0.9903949633	92171.17528
2530	0.125882849	141105.9163	0.9903968988	92166.15831
2531	0.1258827302	141091.0573	0.9903989212	92159.18472
2532	0.1258898513	141077.771	0.9904007293	92154.10363
2533	0.1258895181	141076.2081	0.990400942	92153.1004
2534	0.1258847319	141062.5357	0.9904028025	92146.12149
2535	0.1258855943	141061.3306	0.9904029665	92145.73353
2536	0.1258825853	141057.7663	0.9904034515	92144.24473
2537	0.1258796677	141048.6965	0.9904046855	92140.71993
2538	0.1258649207	141035.8659	0.9904064311	92134.57147
2539	0.1258589655	141027.4522	0.9904075757	92127.01961
2540	0.1258415678	141010.9227	0.9904098242	92114.17904
2541	0.125798593	140998.7461	0.9904114804	92102.68862
2542	0.1257752841	140982.5306	0.9904136857	92093.27615
2543	0.1257677152	140976.5515	0.9904144988	92090.61969
2544	0.125752607	140962.0369	0.9904164725	92079.38287
2545	0.1257404459	140939.6332	0.9904195186	92067.33058
2546	0.1257156664	140922.4109	0.9904218598	92060.93243
2547	0.1257044504	140898.8074	0.9904250681	92049.66063
2548	0.1257021661	140894.4118	0.9904256655	92048.08236
2549	0.1256697423	140881.1127	0.9904274729	92033.31877
2550	0.1256682162	140877.5729	0.9904279539	92032.15571
2551	0.1256673756	140873.6966	0.9904284806	92029.71212
2552	0.1256656319	140870.0742	0.9904289729	92028.3417
2553	0.1256674994	140864.8329	0.9904296851	92026.27169
2554	0.125662776	140854.3495	0.9904311095	92022.20666
2555	0.1256507318	140835.5738	0.9904336604	92012.40391
2556	0.1256535535	140825.0332	0.9904350923	92006.11601
2557	0.1256394914	140812.8065	0.9904367531	91997.35804
2558	0.1256240425	140809.9846	0.9904371364	91994.72286
2559	0.1256222196	140807.9291	0.9904374156	91993.48279
2560	0.1256026876	140791.8637	0.9904395975	91982.53652
2561	0.1255753516	140768.1476	0.9904428181	91966.0471
2562	0.1255628402	140738.8023	0.9904468024	91946.91318
2563	0.1255583267	140733.1391	0.9904475712	91945.28699
2564	0.1255550471	140731.1959	0.990447835	91943.87842
2565	0.1255372362	140702.7503	0.9904516961	91931.68723
2566	0.1255416698	140697.7487	0.9904523749	91928.74928
2567	0.1255353348	140695.6044	0.9904526659	91927.27799
2568	0.125525158	140692.982	0.9904530218	91924.91508
2569	0.1255243051	140691.6806	0.9904531985	91924.26056
2570	0.1255189497	140677.8113	0.9904550806	91913.99346
2571	0.1255220546	140664.4715	0.9904568907	91908.81787
2572	0.1255114919	140621.2127	0.9904627594	91887.87554
2573	0.125486869	140603.2882	0.9904651906	91869.81045
2574	0.1254819673	140587.8436	0.9904672852	91866.87657
2575	0.1254792996	140553.704	0.9904719144	91845.18187
2576	0.1254546222	140541.4399	0.9904735771	91837.32528
2577	0.125450404	140534.3127	0.9904745433	91835.29476
2578	0.1254301168	140519.3949	0.9904765654	91822.06516
2579	0.1254232502	140457.874	0.9904849025	91802.12613
2580	0.1253917572	140435.0048	0.9904880008	91785.75275
2581	0.1253895098	140428.7556	0.9904888473	91782.99131
2582	0.1253883047	140427.2664	0.990489049	91782.29526
2583	0.1253752029	140399.1334	0.9904928595	91760.00138
2584	0.1253621832	140393.7672	0.9904935862	91754.20818
2585	0.125352109	140364.7386	0.990497517	91735.33
2586	0.1253550514	140341.9516	0.990500602	91730.02359
2587	0.1253539906	140340.5971	0.9905007854	91729.31864
2588	0.1253238478	140311.1881	0.9905047662	91708.24721
2589	0.1253024942	140296.0512	0.9905068148	91697.05914
2590	0.1252832375	140285.0912	0.9905082979	91693.89859
2591	0.1252809211	140258.7446	0.9905118628	91682.18808
2592	0.1252801184	140235.9176	0.990514951	91673.57979
2593	0.1252683063	140217.0123	0.9905175082	91660.70376
2594	0.1252521206	140199.615	0.9905198611	91645.04243
2595	0.1252539578	140194.8254	0.9905205088	91642.5479
2596	0.1252398297	140157.9478	0.9905254952	91617.0801
2597	0.1252361034	140137.5547	0.9905282521	91605.71924
2598	0.1251585372	140117.1952	0.9905310041	91590.5938
2599	0.1251532564	140093.195	0.9905342476	91571.73747
2600	0.1251372475	140072.891	0.9905369912	91560.09812
2601	0.1251230963	140066.8672	0.9905378051	91555.06497
2602	0.1250883054	140031.1434	0.9905426311	91528.7105
2603	0.1250813889	140003.4499	0.9905463714	91516.48349
2604	0.1250738441	139997.3608	0.9905471937	91514.03767
2605	0.1250640982	139985.1653	0.9905488406	91508.17448
2606	0.1250354687	139976.4273	0.9905500204	91501.69863
2607	0.1250296217	139970.788	0.9905507819	91497.63811
2608	0.1250234334	139962.3082	0.9905519267	91489.77521
2609	0.1250096695	139946.5694	0.9905540515	91481.14414
2610	0.125005255	139942.6731	0.9905545775	91478.4339
2611	0.1249993702	139905.826	0.9905595508	91472.76899
2612	0.1249868756	139885.822	0.9905622502	91461.53506
2613	0.1249837349	139880.4212	0.990562979	91459.3044
2614	0.1249762476	139869.4503	0.9905644592	91447.76829
2615	0.1249700235	139852.4385	0.9905667543	91437.03764
2616	0.1249643911	139839.4943	0.9905685004	91430.43028
2617	0.1249597992	139828.1444	0.9905700314	91426.35233
2618	0.1249595611	139826.8732	0.9905702028	91425.76357
2619	0.1249415372	139815.3856	0.9905717522	91418.69287
2620	0.1249418962	139814.0458	0.9905719329	91418.08496
2621	0.1249361347	139783.2532	0.9905760853	91404.39881
2622	0.1249244619	139765.8528	0.9905784313	91394.28175
2623	0.1249224291	139741.7734	0.9905816774	91385.51414
2624	0.1249266357	139730.9352	0.9905831383	91376.18689
2625	0.1249225918	139728.8308	0.990583422	91374.40882
2626	0.1249201537	139718.7655	0.9905847785	91367.51905
2627	0.124935361	139710.034	0.9905859553	91363.06179
2628	0.1249266997	139683.228	0.9905895675	91353.39715
2629	0.1249250504	139674.5382	0.9905907383	91350.08173
2630	0.1249134502	139671.7578	0.9905911129	91347.58946
2631	0.1248988236	139657.8878	0.9905929815	91339.14196
2632	0.1248948958	139652.9618	0.9905936451	91337.18402
2633	0.1248522159	139633.6069	0.9905962522	91322.71085
2634	0.124850127	139622.966	0.9905976854	91320.66532
2635	0.1248494124	139621.7421	0.9905978502	91320.04652
2636	0.1248367426	139584.146	0.990602913	91308.68805
2637	0.1248222851	139558.0408	0.9906064276	91290.11983
2638	0.1247990128	139548.5201	0.9906077092	91282.6297
2639	0.1248035573	139536.187	0.9906093693	91269.12828
2640	0.1248050799	139492.4953	0.9906152492	91254.00272
2641	0.1248008771	139490.0367	0.99061558	91251.75259
2642	0.1247934432	139477.4604	0.9906172721	91242.12049
2643	0.124775393	139457.6397	0.9906199386	91229.67928
2644	0.1247403525	139438.0711	0.9906225708	91218.30792
2645	0.1247371197	139432.2708	0.990623351	91214.59087
2646	0.1247417947	139423.5204	0.9906245278	91210.19087
2647	0.1247409339	139419.7729	0.9906250318	91208.80739
2648	0.1246756335	139397.7212	0.9906279972	91184.69075
2649	0.1246738327	139395.1982	0.9906283365	91183.72938
2650	0.1246757825	139372.087	0.9906314438	91175.90085
2651	0.1246241479	139359.338	0.9906331577	91160.81485
2652	0.124586313	139343.8006	0.9906352462	91149.19918
2653	0.124585204	139342.4881	0.9906354226	91148.44794
2654	0.1245859505	139323.1401	0.990638023	91133.40864
2655	0.1245841173	139285.7239	0.9906430508	91129.99011
2656	0.124570501	139281.2001	0.9906436586	91128.03697
2657	0.1245736328	139276.4333	0.990644299	91126.51271
2658	0.1245757107	139271.5463	0.9906449556	91124.81574
2659	0.1245580183	139268.6222	0.9906453484	91121.92844
2660	0.1245327354	139255.3472	0.9906471317	91101.70677
2661	0.1245351861	139250.5676	0.9906477737	91099.70196
2662	0.124530401	139234.4216	0.9906499423	91095.94929
2663	0.124527796	139232.0627	0.9906502591	91094.9506
2664	0.1245197517	139226.8302	0.9906509619	91091.95393
2665	0.1245043	139223.7796	0.9906513716	91089.2426
2666	0.1245019593	139219.9628	0.9906518841	91087.54659
2667	0.1245106911	139209.316	0.9906533139	91080.85365
2668	0.1245094811	139196.7289	0.990655004	91074.75022
2669	0.124503093	139169.5237	0.9906586565	91063.78864
2670	0.1245022599	139167.7033	0.9906589009	91062.64672
2671	0.1245018199	139166.5077	0.9906590614	91062.04079
2672	0.1244948957	139148.9642	0.9906614163	91053.66461
2673	0.1244881084	139103.6569	0.9906674967	91026.18791
2674	0.1244848082	139077.6806	0.9906709818	91010.41842
2675	0.124491613	139070.4905	0.9906719464	91008.14418
2676	0.1244882335	139068.6097	0.9906721987	91006.64448
2677	0.1244851454	139064.4738	0.9906727535	91004.70422
2678	0.1244809695	139061.9644	0.9906730901	91002.32262
2679	0.1244618476	139050.9921	0.9906745619	90996.13707
2680	0.1244618693	139049.6326	0.9906747443	90995.38416
2681	0.1244169149	139028.8848	0.9906775269	90974.28031
2682	0.1244149869	139025.5758	0.9906779707	90972.85171
2683	0.1244065164	138998.5719	0.9906815917	90959.25322
2684	0.1243971745	138989.915	0.9906827524	90954.26097
2685	0.1243898248	138978.76	0.9906842479	90946.73391
2686	0.1243879634	138943.252	0.9906890075	90943.60426
2687	0.1243897074	138939.4274	0.99068952	90942.32459
2688	0.1243889653	138921.6258	0.9906919057	90933.34578
2689	0.1243875502	138920.2947	0.9906920841	90932.43535
2690	0.1243770613	138888.251	0.9906963775	90912.19697
2691	0.1243486719	138863.1984	0.9906997336	90892.74562
2692	0.1243485538	138862.0275	0.9906998905	90892.18827
2693	0.1243390632	138852.1287	0.9907012163	90886.43404
2694	0.1243214877	138828.365	0.9907043989	90871.85777
2695	0.1243215946	138827.0685	0.9907045725	90871.15868
2696	0.1243263864	138816.7355	0.9907059562	90865.43387
2697	0.1243266072	138815.5591	0.9907061137	90864.91259
2698	0.1243236869	138797.3481	0.9907085521	90858.11364
2699	0.1243127904	138762.6605	0.9907131957	90848.00703
2700	0.124280487	138748.8993	0.9907150375	90831.167
2701	0.1242793511	138741.6945	0.9907160018	90826.20283
2702	0.1242768764	138727.8305	0.9907178571	90819.28145
2703	0.1242760023	138705.3736	0.990720862	90807.51007
2704	0.1242706337	138680.7572	0.9907241553	90798.85067
2705	0.1242614489	138672.0588	0.9907253189	90794.01763
2706	0.1242624793	138665.3393	0.9907262177	90790.94857
2707	0.1242525284	138646.9458	0.9907286778	90772.48399
2708	0.1242471271	138634.111	0.9907303942	90765.99815
2709	0.124172988	138619.0106	0.9907324135	90747.43402
2710	0.1241568172	138610.5864	0.9907335399	90741.13885
2711	0.1241429238	138597.463	0.9907352945	90730.41524
2712	0.1241386284	138590.8054	0.9907361845	90728.02989
2713	0.1241333439	138558.2316	0.9907405386	90708.91054
2714	0.1241245807	138549.395	0.9907417197	90705.83927
2715	0.1241010327	138526.796	0.9907447397	90693.97374
2716	0.1240959583	138514.0104	0.9907464481	90686.41981
2717	0.1240772149	138501.5063	0.9907481187	90678.21239
2718	0.1240631031	138482.1098	0.9907507099	90663.59976
2719	0.1240617969	138479.6125	0.9907510435	90662.53749
2720	0.1240522895	138468.2162	0.9907525657	90654.91791
2721	0.1240295414	138457.3168	0.9907540214	90647.85549
2722	0.1240307091	138448.3932	0.9907552132	90643.90786
2723	0.1240317845	138422.6366	0.9907586527	90633.49116
2724	0.124029381	138411.6387	0.9907601211	90628.00642
2725	0.1240109012	138398.8619	0.9907618269	90617.88551
2726	0.1240140634	138378.4311	0.9907645542	90608.34528
2727	0.1240179879	138371.9121	0.9907654243	90605.94965
2728	0.1240114648	138367.8321	0.9907659689	90605.06104
2729	0.1240093462	138342.5061	0.9907693489	90594.98725
2730	0.1240015654	138328.8139	0.9907711759	90586.67873
2731	0.1239771384	138309.1124	0.9907738046	90577.95425
2732	0.1239686047	138278.5679	0.9907778792	90558.2683
2733	0.1239694262	138257.717	0.9907806602	90549.36355
2734	0.1239378627	138249.2029	0.9907817956	90543.58486
2735	0.1239319147	138222.1144	0.9907854077	90530.23952
2736	0.1239298107	138220.1756	0.9907856662	90528.67192
2737	0.1238950398	138208.4911	0.990787224	90514.81818
2738	0.1238976226	138203.905	0.9907878354	90513.29387
2739	0.1238986994	138185.308	0.9907903145	90496.24332
2740	0.1238975023	138178.9022	0.9907911683	90489.50997
2741	0.1238944977	138176.2612	0.9907915203	90488.43616
2742	0.1238897748	138174.3857	0.9907917703	90487.16165
2743	0.1238721094	138154.8242	0.9907943773	90467.21003
2744	0.1238709966	138153.6678	0.9907945315	90466.55175
2745	0.1238687009	138151.1493	0.9907948671	90465.63024
2746	0.1238656802	138149.3457	0.9907951074	90464.55356
2747	0.1238552413	138146.0324	0.9907955489	90462.02237
2748	0.1238456966	138136.2929	0.9907968468	90456.30842
2749	0.123809795	138125.5855	0.9907982734	90445.0348
2750	0.123809911	138123.028	0.9907986142	90444.09054
2751	0.1237864914	138094.8658	0.990802366	90428.96068
2752	0.1237691444	138082.5843	0.9908040019	90415.50364
2753	0.1237678163	138077.0015	0.9908047455	90413.89517
2754	0.1237670304	138075.7561	0.9908049114	90413.19365
2755	0.1237580432	138065.7034	0.9908062502	90404.60434
2756	0.1237572185	138064.4043	0.9908064232	90403.95937
2757	0.1237466337	138054.0721	0.9908077992	90401.53134
2758	0.1237440314	138051.079	0.9908081978	90400.102
2759	0.1237383386	138041.2075	0.9908095123	90396.41619
2760	0.1237345004	138021.4955	0.9908121369	90386.43389
2761	0.1237312205	138018.836	0.9908124909	90384.66793
2762	0.1237191325	138003.0089	0.9908145979	90372.80773
2763	0.1237194428	137999.519	0.9908150625	90371.2721
2764	0.1237126992	137987.4196	0.990816673	90368.57535
2765	0.1237114361	137980.562	0.9908175858	90366.67925
2766	0.1237057702	137972.1216	0.9908187092	90361.25937
2767	0.1237050897	137968.8517	0.9908191443	90359.87117
2768	0.1236983055	137948.7629	0.9908218177	90346.51652
2769	0.1236981181	137947.5106	0.9908219843	90345.72903
2770	0.123644741	137935.0471	0.9908236427	90329.07042
2771	0.1236436949	137915.7468	0.9908262105	90324.49757
2772	0.1236000771	137907.3692	0.990827325	90309.51172
2773	0.123598353	137905.5741	0.9908275638	90307.99888
2774	0.123605975	137897.6472	0.9908286182	90303.7801
