iter	Passed	Remaining
1668	17230	34388
1669	17240	34376
1670	17250	34366
1671	17261	34356
1672	17271	34345
1673	17281	34335
1674	17291	34324
1675	17301	34314
1676	17311	34302
1677	17320	34290
1678	17330	34278
1679	17339	34266
1680	17349	34255
1681	17359	34244
1682	17369	34232
1683	17378	34220
1684	17387	34206
1685	17397	34195
1686	17407	34185
1687	17418	34176
1688	17428	34165
1689	17437	34153
1690	17447	34141
1691	17457	34131
1692	17468	34120
1693	17477	34108
1694	17488	34099
1695	17498	34088
1696	17508	34078
1697	17519	34068
1698	17529	34057
1699	17539	34047
1700	17550	34038
1701	17560	34027
1702	17570	34015
1703	17579	34003
1704	17589	33993
1705	17600	33982
1706	17609	33971
1707	17620	33961
1708	17632	33954
1709	17643	33945
1710	17653	33934
1711	17662	33922
1712	17673	33912
1713	17683	33901
1714	17693	33890
1715	17704	33882
1716	17715	33873
1717	17726	33863
1718	17737	33854
1719	17748	33845
1720	17758	33834
1721	17769	33826
1722	17781	33819
1723	17791	33808
1724	17801	33797
1725	17812	33788
1726	17823	33779
1727	17833	33768
1728	17844	33758
1729	17854	33748
1730	17864	33737
1731	17874	33726
1732	17883	33714
1733	17895	33706
1734	17905	33695
1735	17915	33683
1736	17925	33672
1737	17935	33662
1738	17945	33651
1739	17956	33642
1740	17966	33631
1741	17976	33620
1742	17986	33610
1743	17996	33598
1744	18005	33586
1745	18015	33575
1746	18025	33565
1747	18035	33553
1748	18044	33541
1749	18054	33529
1750	18063	33517
1751	18074	33508
1752	18083	33495
1753	18092	33482
1754	18102	33471
1755	18112	33460
1756	18121	33447
1757	18131	33437
1758	18141	33426
1759	18152	33417
1760	18162	33406
1761	18172	33395
1762	18185	33390
1763	18196	33380
1764	18206	33370
1765	18216	33359
1766	18226	33348
1767	18236	33337
1768	18247	33327
1769	18256	33316
1770	18266	33304
1771	18275	33292
1772	18286	33282
1773	18295	33270
1774	18305	33259
1775	18316	33249
1776	18326	33239
1777	18335	33227
1778	18346	33217
1779	18356	33206
1780	18366	33196
1781	18376	33185
1782	18386	33174
1783	18396	33163
1784	18406	33153
1785	18416	33141
1786	18425	33129
1787	18435	33118
1788	18446	33108
1789	18455	33096
1790	18465	33085
1791	18476	33075
1792	18485	33064
1793	18495	33052
1794	18505	33041
1795	18514	33029
1796	18525	33020
1797	18535	33009
1798	18545	32998
1799	18555	32987
1800	18564	32975
1801	18574	32964
1802	18585	32955
1803	18595	32944
1804	18605	32933
1805	18615	32922
1806	18625	32911
1807	18635	32900
1808	18645	32890
1809	18654	32877
1810	18664	32865
1811	18673	32853
1812	18682	32841
1813	18692	32829
1814	18702	32819
1815	18714	32811
1816	18725	32803
1817	18736	32793
1818	18746	32783
1819	18756	32772
1820	18766	32762
1821	18776	32749
1822	18785	32738
1823	18795	32727
1824	18805	32716
1825	18814	32704
1826	18825	32695
1827	18835	32683
1828	18845	32673
1829	18858	32666
1830	18868	32656
1831	18880	32649
1832	18890	32638
1833	18901	32628
1834	18912	32620
1835	18923	32611
1836	18933	32600
1837	18946	32593
1838	18956	32583
1839	18966	32572
1840	18977	32563
1841	18987	32553
1842	18998	32543
1843	19009	32534
1844	19019	32524
1845	19030	32515
1846	19042	32507
1847	19052	32495
1848	19062	32485
1849	19073	32475
1850	19083	32464
1851	19093	32454
1852	19103	32444
1853	19113	32432
1854	19123	32421
1855	19133	32411
1856	19143	32400
1857	19154	32391
1858	19165	32383
1859	19176	32372
1860	19185	32360
1861	19194	32348
1862	19204	32337
1863	19215	32327
1864	19224	32316
1865	19234	32305
1866	19245	32295
1867	19256	32286
1868	19266	32276
1869	19276	32265
1870	19286	32253
1871	19296	32243
1872	19305	32231
1873	19315	32219
1874	19325	32209
1875	19336	32199
1876	19345	32188
1877	19356	32178
1878	19366	32167
1879	19376	32156
1880	19386	32145
1881	19396	32135
1882	19406	32123
1883	19416	32113
1884	19426	32101
1885	19436	32091
1886	19445	32079
1887	19456	32069
1888	19465	32058
1889	19476	32048
1890	19486	32038
1891	19496	32027
1892	19506	32016
1893	19517	32006
1894	19526	31994
1895	19536	31983
1896	19548	31976
1897	19558	31965
1898	19568	31955
1899	19578	31944
1900	19588	31932
1901	19598	31921
1902	19608	31911
1903	19619	31901
1904	19629	31891
1905	19639	31880
1906	19649	31869
1907	19658	31857
1908	19670	31850
1909	19682	31842
1910	19695	31836
1911	19708	31829
1912	19717	31818
1913	19728	31808
1914	19739	31799
1915	19749	31789
1916	19760	31779
1917	19772	31772
1918	19783	31762
1919	19793	31752
1920	19803	31741
1921	19813	31730
1922	19824	31720
1923	19835	31711
1924	19845	31701
1925	19855	31690
1926	19866	31681
1927	19877	31672
1928	19898	31678
1929	19909	31668
1930	19919	31658
1931	19929	31647
1932	19939	31637
1933	19950	31627
1934	19961	31619
1935	19971	31608
1936	19980	31596
1937	19990	31585
1938	20000	31574
1939	20010	31563
1940	20021	31553
1941	20030	31540
1942	20039	31529
1943	20049	31518
1944	20058	31505
1945	20068	31494
1946	20077	31483
1947	20088	31472
1948	20097	31460
1949	20107	31449
1950	20116	31437
1951	20126	31427
1952	20136	31416
1953	20147	31407
1954	20157	31396
1955	20167	31384
1956	20176	31372
1957	20186	31361
1958	20195	31350
1959	20205	31339
1960	20215	31328
1961	20224	31316
1962	20234	31305
1963	20244	31294
1964	20255	31285
1965	20264	31273
1966	20275	31263
1967	20285	31252
1968	20294	31240
1969	20305	31230
1970	20314	31219
1971	20324	31208
1972	20334	31198
1973	20344	31187
1974	20354	31176
1975	20365	31165
1976	20374	31154
1977	20384	31142
1978	20394	31133
1979	20404	31121
1980	20414	31111
1981	20424	31100
1982	20434	31089
1983	20446	31081
1984	20457	31071
1985	20467	31062
1986	20479	31053
1987	20492	31048
1988	20503	31038
1989	20514	31029
1990	20525	31019
1991	20536	31010
1992	20547	31001
1993	20576	31019
1994	20587	31010
1995	20597	31000
1996	20609	30991
1997	20622	30984
1998	20634	30977
1999	20645	30968
2000	20657	30960
2001	20669	30952
2002	20678	30940
2003	20689	30930
2004	20699	30920
2005	20710	30910
2006	20721	30901
2007	20731	30890
2008	20740	30878
2009	20750	30867
2010	20761	30858
2011	20770	30846
2012	20781	30836
2013	20790	30824
2014	20800	30812
2015	20810	30802
2016	20819	30790
2017	20828	30778
2018	20839	30769
2019	20850	30758
2020	20859	30747
2021	20869	30736
2022	20878	30724
2023	20889	30714
2024	20899	30704
2025	20909	30693
2026	20919	30683
2027	20929	30672
2028	20939	30661
2029	20949	30650
2030	20960	30640
2031	20970	30629
2032	20979	30618
2033	20990	30608
2034	21000	30598
2035	21011	30587
2036	21021	30578
2037	21031	30566
2038	21042	30556
2039	21053	30547
2040	21062	30536
2041	21075	30529
2042	21085	30518
2043	21095	30508
2044	21106	30498
2045	21116	30487
2046	21127	30478
2047	21138	30469
2048	21148	30457
2049	21157	30446
2050	21168	30436
2051	21178	30426
2052	21188	30415
2053	21198	30403
2054	21207	30391
2055	21216	30380
2056	21226	30369
2057	21236	30358
2058	21246	30348
2059	21256	30336
2060	21267	30326
2061	21277	30316
2062	21287	30305
2063	21297	30295
2064	21307	30284
2065	21318	30274
2066	21328	30264
2067	21338	30254
2068	21348	30243
2069	21358	30232
2070	21368	30221
2071	21378	30210
2072	21388	30200
2073	21398	30188
2074	21408	30178
2075	21419	30169
2076	21429	30158
2077	21439	30147
2078	21453	30141
2079	21466	30135
2080	21477	30126
2081	21489	30118
2082	21500	30108
2083	21510	30098
2084	21522	30090
2085	21533	30081
2086	21544	30071
2087	21555	30061
2088	21566	30052
2089	21579	30045
2090	21591	30037
2091	21602	30028
2092	21613	30019
2093	21623	30008
2094	21633	29998
2095	21643	29987
2096	21653	29976
2097	21664	29966
2098	21676	29958
2099	21686	29948
2100	21697	29938
2101	21708	29929
2102	21719	29919
2103	21730	29910
2104	21741	29901
2105	21752	29891
2106	21763	29881
2107	21772	29870
2108	21783	29860
2109	21794	29851
2110	21805	29842
2111	21816	29832
2112	21827	29822
2113	21837	29811
2114	21848	29802
2115	21859	29793
2116	21870	29783
2117	21880	29773
2118	21891	29763
2119	21901	29753
2120	21912	29743
2121	21922	29732
2122	21933	29723
2123	21944	29713
2124	21954	29703
2125	21965	29693
2126	21976	29683
2127	21986	29673
2128	21997	29664
2129	22008	29655
2130	22019	29644
2131	22030	29635
2132	22041	29626
2133	22051	29616
2134	22062	29606
2135	22072	29594
2136	22082	29583
2137	22093	29574
2138	22103	29564
2139	22113	29553
2140	22124	29544
2141	22135	29534
2142	22147	29526
2143	22157	29516
2144	22168	29505
2145	22178	29495
2146	22188	29485
2147	22198	29474
2148	22208	29463
2149	22219	29453
2150	22229	29443
2151	22240	29433
2152	22252	29425
2153	22262	29414
2154	22273	29404
2155	22283	29393
2156	22293	29384
2157	22305	29375
2158	22317	29367
2159	22328	29357
2160	22339	29348
2161	22349	29337
2162	22361	29329
2163	22372	29319
2164	22382	29309
2165	22393	29299
2166	22416	29306
2167	22427	29296
2168	22437	29284
2169	22448	29275
2170	22458	29264
2171	22467	29253
2172	22477	29242
2173	22486	29230
2174	22496	29219
2175	22506	29209
2176	22516	29197
2177	22526	29187
2178	22537	29178
2179	22549	29169
2180	22560	29160
2181	22570	29149
2182	22580	29138
2183	22590	29127
2184	22600	29116
2185	22610	29105
2186	22621	29096
2187	22631	29086
2188	22642	29075
2189	22652	29066
2190	22663	29056
2191	22673	29045
2192	22684	29035
2193	22694	29024
2194	22704	29013
2195	22713	29002
2196	22723	28991
2197	22733	28980
2198	22743	28970
2199	22753	28959
2200	22765	28950
2201	22776	28940
2202	22786	28930
2203	22798	28922
2204	22810	28914
2205	22821	28904
2206	22832	28894
2207	22843	28885
2208	22854	28876
2209	22865	28866
2210	22875	28855
2211	22888	28848
2212	22899	28839
2213	22910	28829
2214	22924	28823
2215	22935	28814
2216	22947	28805
2217	22958	28796
2218	22970	28788
2219	22983	28780
2220	22994	28771
2221	23005	28762
2222	23016	28753
2223	23026	28742
2224	23037	28731
2225	23047	28721
2226	23058	28711
2227	23068	28701
2228	23077	28689
2229	23087	28677
2230	23097	28667
2231	23108	28657
2232	23117	28645
2233	23127	28634
2234	23136	28623
2235	23147	28613
2236	23157	28602
2237	23166	28590
2238	23175	28578
2239	23185	28567
2240	23195	28556
2241	23204	28545
2242	23214	28534
2243	23224	28523
2244	23234	28512
2245	23243	28500
2246	23253	28489
2247	23262	28477
2248	23272	28467
2249	23282	28455
2250	23291	28444
2251	23301	28433
2252	23311	28422
2253	23321	28411
2254	23330	28400
2255	23342	28391
2256	23351	28379
2257	23362	28370
2258	23371	28358
2259	23381	28347
2260	23391	28336
2261	23401	28325
2262	23410	28314
2263	23420	28302
2264	23429	28291
2265	23438	28279
2266	23447	28267
2267	23456	28255
2268	23466	28244
2269	23475	28232
2270	23486	28223
2271	23496	28212
2272	23507	28202
2273	23518	28192
2274	23527	28181
2275	23536	28169
2276	23546	28158
2277	23555	28146
2278	23566	28136
2279	23575	28125
2280	23586	28115
2281	23595	28104
2282	23606	28093
2283	23615	28082
2284	23626	28072
2285	23636	28061
2286	23645	28049
2287	23655	28038
2288	23664	28027
2289	23673	28015
2290	23683	28004
2291	23693	27993
2292	23702	27981
2293	23712	27970
2294	23722	27960
2295	23731	27948
2296	23740	27937
2297	23750	27926
2298	23759	27914
2299	23769	27902
2300	23779	27892
2301	23788	27880
2302	23799	27870
2303	23809	27860
2304	23818	27848
2305	23827	27837
2306	23836	27825
2307	23846	27814
2308	23856	27802
2309	23866	27792
2310	23875	27781
2311	23884	27768
2312	23894	27758
2313	23904	27747
2314	23914	27736
2315	23924	27725
2316	23934	27714
2317	23958	27720
2318	23967	27708
2319	23977	27698
2320	23986	27686
2321	23996	27675
2322	24005	27663
2323	24014	27651
2324	24024	27640
2325	24033	27629
2326	24042	27617
2327	24052	27606
2328	24061	27594
2329	24071	27583
2330	24081	27572
2331	24090	27562
2332	24100	27551
2333	24109	27539
2334	24118	27527
2335	24127	27515
2336	24136	27503
2337	24146	27492
2338	24155	27480
2339	24164	27469
2340	24174	27458
2341	24184	27447
2342	24194	27436
2343	24202	27424
2344	24212	27413
2345	24221	27401
2346	24229	27389
2347	24239	27377
2348	24249	27366
2349	24257	27354
2350	24267	27343
2351	24277	27333
2352	24287	27321
2353	24297	27311
2354	24307	27300
2355	24318	27290
2356	24327	27279
2357	24337	27268
2358	24346	27257
2359	24356	27246
2360	24367	27236
2361	24376	27225
2362	24386	27214
2363	24396	27203
2364	24406	27192
2365	24415	27181
2366	24425	27170
2367	24437	27161
2368	24448	27152
2369	24460	27143
2370	24472	27134
2371	24482	27125
2372	24495	27117
2373	24505	27107
2374	24517	27097
2375	24527	27088
2376	24537	27077
2377	24547	27066
2378	24557	27055
2379	24566	27043
2380	24576	27033
2381	24586	27022
2382	24596	27011
2383	24605	27000
2384	24615	26989
2385	24625	26978
2386	24635	26967
2387	24644	26956
2388	24654	26945
2389	24664	26935
2390	24673	26923
2391	24684	26913
2392	24694	26903
2393	24705	26892
2394	24715	26882
2395	24725	26871
2396	24735	26861
2397	24744	26849
2398	24755	26840
2399	24765	26829
2400	24774	26817
2401	24785	26807
2402	24793	26795
2403	24803	26784
2404	24813	26773
2405	24822	26762
2406	24831	26750
2407	24841	26739
2408	24850	26728
2409	24860	26717
2410	24869	26705
2411	24879	26695
2412	24889	26684
2413	24899	26673
2414	24910	26664
2415	24922	26655
2416	24940	26652
2417	24953	26645
2418	24965	26637
2419	24976	26628
2420	24986	26617
2421	24997	26607
2422	25007	26596
2423	25016	26585
2424	25027	26575
2425	25038	26566
2426	25050	26557
2427	25060	26546
2428	25070	26536
2429	25079	26524
2430	25089	26513
2431	25099	26503
2432	25109	26492
2433	25119	26481
2434	25130	26472
2435	25142	26463
2436	25154	26455
2437	25164	26443
2438	25173	26432
2439	25183	26421
2440	25192	26410
2441	25202	26399
2442	25212	26388
2443	25221	26377
2444	25231	26366
2445	25240	26355
2446	25251	26345
2447	25261	26335
2448	25272	26325
2449	25282	26314
2450	25292	26303
2451	25301	26292
2452	25312	26282
2453	25323	26272
2454	25332	26261
2455	25342	26250
2456	25352	26240
2457	25362	26228
2458	25370	26217
2459	25380	26206
2460	25391	26195
2461	25401	26185
2462	25412	26175
2463	25423	26166
2464	25432	26155
2465	25442	26144
2466	25451	26132
2467	25461	26121
2468	25471	26111
2469	25481	26100
2470	25490	26089
2471	25500	26077
2472	25510	26067
2473	25519	26056
2474	25530	26045
2475	25539	26034
2476	25549	26023
2477	25558	26012
2478	25568	26001
2479	25577	25990
2480	25587	25979
2481	25596	25967
2482	25606	25956
2483	25615	25945
2484	25624	25933
2485	25634	25923
2486	25644	25912
2487	25653	25900
2488	25663	25889
2489	25672	25878
2490	25681	25867
2491	25691	25856
2492	25700	25844
2493	25710	25834
2494	25719	25822
2495	25728	25811
2496	25738	25800
2497	25747	25788
2498	25756	25777
2499	25766	25766
2500	25776	25755
2501	25786	25745
2502	25795	25733
2503	25806	25723
2504	25819	25715
2505	25828	25704
2506	25838	25693
2507	25848	25683
2508	25858	25672
2509	25867	25661
2510	25877	25650
2511	25886	25639
2512	25896	25628
2513	25905	25617
2514	25916	25607
2515	25925	25596
2516	25935	25585
2517	25945	25574
2518	25957	25566
2519	25967	25555
2520	25977	25544
2521	25987	25534
2522	25998	25524
2523	26007	25512
2524	26018	25502
2525	26028	25492
2526	26038	25482
2527	26049	25472
2528	26059	25461
2529	26071	25452
2530	26081	25442
2531	26091	25432
2532	26101	25421
2533	26111	25410
2534	26120	25399
2535	26131	25389
2536	26140	25377
2537	26150	25367
2538	26160	25356
2539	26170	25346
2540	26180	25335
2541	26191	25325
2542	26200	25314
2543	26211	25304
2544	26221	25294
2545	26237	25289
2546	26247	25279
2547	26258	25269
2548	26268	25258
2549	26279	25249
2550	26289	25238
2551	26299	25227
2552	26310	25217
2553	26319	25206
2554	26330	25197
2555	26341	25186
2556	26352	25177
2557	26363	25167
2558	26373	25157
2559	26383	25146
2560	26395	25138
2561	26405	25127
2562	26415	25116
2563	26426	25107
2564	26436	25096
2565	26446	25086
2566	26456	25075
2567	26466	25065
2568	26476	25053
2569	26485	25042
2570	26495	25031
2571	26505	25021
2572	26516	25011
2573	26527	25001
2574	26537	24991
2575	26548	24981
2576	26558	24971
2577	26568	24961
2578	26579	24951
2579	26590	24941
2580	26601	24931
2581	26611	24920
2582	26621	24910
2583	26632	24900
2584	26641	24889
2585	26652	24879
2586	26662	24868
2587	26671	24857
2588	26683	24848
2589	26693	24838
2590	26703	24827
2591	26712	24816
2592	26723	24806
2593	26733	24795
2594	26744	24786
2595	26754	24776
2596	26764	24765
2597	26774	24754
2598	26785	24744
2599	26795	24734
2600	26806	24724
2601	26817	24714
2602	26827	24704
2603	26837	24694
2604	26847	24683
2605	26858	24673
2606	26867	24662
2607	26878	24652
2608	26887	24641
2609	26897	24630
2610	26908	24620
2611	26918	24610
2612	26928	24599
2613	26937	24588
2614	26947	24577
2615	26957	24566
2616	26966	24555
2617	26977	24545
2618	26986	24534
2619	26996	24523
2620	27006	24512
2621	27016	24502
2622	27026	24491
2623	27038	24483
2624	27049	24473
2625	27058	24462
2626	27068	24451
2627	27079	24441
2628	27089	24431
2629	27100	24421
2630	27109	24410
2631	27120	24399
2632	27130	24389
2633	27140	24379
2634	27150	24368
2635	27161	24358
2636	27172	24348
2637	27184	24340
2638	27194	24329
2639	27205	24319
2640	27215	24309
2641	27225	24299
2642	27235	24288
2643	27245	24277
2644	27255	24267
2645	27265	24256
2646	27274	24245
2647	27284	24234
2648	27294	24223
2649	27303	24212
2650	27314	24202
2651	27326	24193
2652	27337	24184
2653	27347	24173
2654	27357	24163
2655	27366	24152
2656	27376	24140
2657	27385	24129
2658	27394	24118
2659	27403	24107
2660	27414	24097
2661	27424	24086
2662	27434	24075
2663	27443	24064
2664	27453	24054
2665	27463	24043
2666	27472	24031
2667	27481	24020
2668	27491	24010
2669	27501	23999
2670	27511	23989
2671	27521	23978
2672	27531	23967
2673	27542	23957
2674	27552	23947
2675	27562	23936
2676	27572	23926
2677	27582	23915
2678	27591	23904
2679	27601	23894
2680	27611	23883
2681	27621	23873
2682	27632	23862
2683	27642	23852
2684	27652	23841
2685	27662	23831
2686	27672	23820
2687	27682	23810
2688	27692	23800
2689	27702	23789
2690	27713	23779
2691	27724	23769
2692	27733	23758
2693	27744	23748
2694	27754	23738
2695	27764	23727
2696	27778	23720
2697	27787	23708
2698	27796	23697
2699	27806	23687
2700	27816	23676
2701	27826	23666
2702	27836	23655
2703	27845	23643
2704	27856	23634
2705	27866	23623
2706	27875	23612
2707	27886	23602
2708	27895	23591
2709	27905	23580
2710	27914	23569
2711	27925	23559
2712	27934	23548
2713	27944	23537
2714	27954	23526
2715	27963	23515
2716	27972	23504
2717	27982	23494
2718	27992	23483
2719	28001	23471
2720	28011	23461
2721	28020	23450
2722	28030	23439
2723	28040	23428
2724	28049	23417
2725	28059	23406
2726	28068	23395
2727	28078	23385
2728	28087	23373
2729	28098	23363
2730	28107	23352
2731	28117	23342
2732	28127	23331
2733	28139	23322
2734	28150	23312
2735	28160	23302
2736	28170	23292
2737	28180	23281
2738	28191	23271
2739	28201	23260
2740	28211	23250
2741	28221	23240
2742	28231	23229
2743	28241	23218
2744	28251	23208
2745	28260	23197
2746	28270	23186
2747	28281	23176
2748	28292	23167
2749	28304	23157
2750	28314	23147
2751	28325	23138
2752	28335	23127
2753	28345	23116
2754	28354	23105
2755	28364	23094
2756	28373	23083
2757	28383	23072
2758	28393	23062
2759	28403	23052
2760	28413	23041
2761	28422	23030
2762	28432	23019
2763	28441	23008
2764	28450	22997
2765	28460	22986
2766	28469	22975
2767	28478	22964
2768	28489	22954
2769	28498	22943
2770	28508	22932
2771	28518	22921
2772	28527	22910
2773	28537	22899
2774	28546	22888
2775	28556	22878
2776	28566	22867
2777	28577	22857
2778	28587	22847
2779	28598	22837
2780	28608	22826
2781	28618	22816
2782	28628	22806
2783	28638	22795
2784	28648	22785
2785	28659	22775
2786	28670	22765
2787	28680	22755
2788	28690	22744
2789	28700	22733
2790	28710	22723
2791	28720	22713
2792	28732	22703
2793	28742	22693
2794	28752	22682
2795	28761	22672
2796	28772	22662
2797	28783	22652
2798	28792	22640
2799	28802	22630
2800	28812	22619
2801	28821	22608
2802	28831	22598
2803	28841	22587
2804	28850	22576
2805	28860	22566
2806	28870	22555
2807	28880	22544
2808	28890	22534
2809	28899	22523
2810	28909	22512
2811	28918	22501
2812	28927	22489
2813	28937	22479
2814	28947	22469
2815	28957	22458
2816	28967	22447
2817	28977	22437
2818	28986	22426
2819	28996	22415
2820	29005	22404
2821	29015	22394
2822	29026	22384
2823	29036	22373
2824	29046	22363
2825	29057	22353
2826	29067	22343
2827	29078	22333
2828	29088	22322
2829	29098	22312
2830	29111	22304
2831	29122	22294
2832	29131	22283
2833	29141	22272
2834	29152	22262
2835	29161	22251
2836	29172	22241
2837	29181	22230
2838	29190	22219
2839	29200	22208
2840	29210	22198
2841	29220	22187
2842	29230	22177
2843	29241	22167
2844	29252	22157
2845	29263	22148
2846	29274	22138
2847	29284	22127
2848	29305	22125
2849	29314	22114
2850	29324	22104
2851	29334	22093
2852	29345	22083
2853	29354	22072
2854	29364	22061
2855	29374	22051
2856	29384	22040
2857	29393	22029
2858	29403	22019
2859	29413	22008
2860	29422	21997
2861	29431	21986
2862	29441	21975
2863	29451	21965
2864	29460	21954
2865	29470	21943
2866	29480	21932
2867	29490	21922
2868	29499	21911
2869	29510	21901
2870	29520	21890
2871	29529	21879
2872	29539	21869
2873	29548	21857
2874	29558	21847
2875	29568	21837
2876	29578	21826
2877	29588	21815
2878	29598	21805
2879	29607	21794
2880	29617	21784
2881	29627	21773
2882	29637	21763
2883	29647	21752
2884	29658	21742
2885	29667	21731
2886	29677	21721
2887	29688	21710
2888	29698	21701
2889	29707	21689
2890	29717	21678
2891	29727	21668
2892	29738	21659
2893	29748	21648
2894	29759	21638
2895	29770	21628
2896	29779	21617
2897	29790	21607
2898	29800	21597
2899	29810	21586
2900	29819	21575
2901	29830	21565
2902	29841	21556
2903	29851	21546
2904	29862	21536
2905	29872	21525
2906	29882	21515
2907	29892	21504
2908	29902	21493
2909	29912	21483
2910	29922	21473
2911	29932	21462
2912	29941	21451
2913	29951	21440
2914	29960	21429
2915	29969	21418
2916	29979	21408
2917	29989	21397
2918	29998	21386
2919	30008	21375
2920	30017	21364
2921	30027	21354
2922	30036	21343
2923	30046	21332
2924	30056	21321
2925	30066	21311
2926	30077	21302
2927	30087	21291
2928	30096	21280
2929	30107	21270
2930	30116	21259
2931	30127	21249
2932	30138	21239
2933	30148	21229
2934	30158	21219
2935	30170	21209
2936	30179	21198
2937	30190	21188
2938	30202	21179
2939	30212	21169
2940	30224	21159
2941	30235	21150
2942	30245	21139
2943	30255	21129
2944	30265	21119
2945	30275	21108
2946	30286	21098
2947	30296	21088
2948	30306	21077
2949	30316	21067
2950	30326	21056
2951	30335	21045
2952	30345	21035
2953	30354	21024
2954	30364	21013
2955	30373	21002
2956	30383	20991
2957	30392	20981
2958	30403	20970
2959	30412	20959
2960	30421	20949
2961	30431	20938
2962	30441	20927
2963	30452	20917
2964	30461	20907
2965	30471	20896
2966	30481	20885
2967	30491	20875
2968	30500	20864
2969	30511	20854
2970	30522	20844
2971	30531	20834
2972	30541	20823
2973	30550	20812
2974	30559	20800
2975	30568	20790
2976	30578	20779
2977	30588	20768
2978	30597	20757
2979	30607	20747
2980	30616	20736
2981	30626	20725
2982	30637	20715
2983	30646	20705
2984	30656	20694
2985	30666	20683
2986	30676	20673
2987	30686	20663
2988	30695	20651
2989	30704	20641
2990	30713	20629
2991	30723	20619
2992	30733	20608
2993	30743	20598
2994	30752	20587
2995	30762	20576
2996	30771	20565
2997	30780	20554
2998	30790	20544
2999	30800	20533
3000	30810	20523
3001	30819	20512
3002	30829	20501
3003	30839	20491
3004	30849	20480
3005	30858	20469
3006	30867	20458
3007	30877	20448
3008	30887	20437
3009	30897	20427
3010	30907	20416
3011	30916	20405
3012	30924	20394
3013	30933	20383
3014	30943	20372
3015	30953	20361
3016	30963	20351
3017	30972	20340
3018	30982	20330
3019	30992	20319
3020	31002	20308
3021	31012	20298
3022	31022	20288
3023	31031	20277
3024	31041	20266
3025	31051	20256
3026	31061	20246
3027	31071	20235
3028	31081	20225
3029	31091	20214
3030	31101	20203
3031	31112	20194
3032	31122	20184
3033	31132	20173
3034	31143	20163
3035	31155	20154
3036	31167	20145
3037	31180	20136
3038	31192	20127
3039	31203	20118
3040	31212	20107
3041	31222	20096
3042	31232	20086
3043	31243	20076
3044	31253	20066
3045	31264	20055
3046	31274	20045
3047	31283	20034
3048	31294	20024
3049	31304	20014
3050	31314	20004
3051	31324	19993
3052	31333	19982
3053	31342	19971
3054	31352	19960
3055	31362	19950
3056	31372	19940
3057	31383	19929
3058	31392	19919
3059	31402	19908
3060	31412	19898
3061	31423	19888
3062	31432	19877
3063	31442	19867
3064	31452	19856
3065	31462	19845
3066	31472	19835
3067	31482	19825
3068	31493	19815
3069	31502	19804
3070	31512	19793
3071	31523	19783
3072	31532	19773
3073	31542	19762
3074	31551	19751
3075	31561	19741
3076	31570	19730
3077	31580	19719
3078	31598	19714
3079	31609	19704
3080	31618	19693
3081	31628	19682
3082	31637	19672
3083	31647	19661
3084	31657	19651
3085	31667	19640
3086	31677	19630
3087	31687	19619
3088	31696	19609
3089	31706	19598
3090	31718	19589
3091	31727	19578
3092	31737	19568
3093	31746	19556
3094	31755	19546
3095	31767	19536
3096	31777	19525
3097	31787	19515
3098	31797	19505
3099	31807	19494
3100	31818	19485
3101	31828	19474
3102	31838	19464
3103	31848	19453
3104	31858	19443
3105	31868	19432
3106	31877	19421
3107	31887	19411
3108	31897	19401
3109	31906	19389
3110	31915	19379
3111	31924	19368
3112	31934	19357
3113	31944	19347
3114	31954	19336
3115	31964	19326
3116	31975	19316
3117	31986	19306
3118	31996	19296
3119	32006	19286
3120	32016	19275
3121	32026	19264
3122	32035	19254
3123	32045	19243
3124	32054	19232
3125	32063	19221
3126	32073	19210
3127	32082	19200
3128	32092	19190
3129	32102	19179
3130	32114	19170
3131	32125	19160
3132	32136	19150
3133	32147	19140
3134	32157	19130
3135	32166	19119
3136	32176	19108
3137	32185	19098
3138	32195	19087
3139	32204	19076
3140	32214	19066
3141	32224	19055
3142	32233	19044
3143	32243	19034
3144	32254	19024
3145	32263	19013
3146	32274	19003
3147	32284	18993
3148	32293	18982
3149	32303	18972
3150	32314	18962
3151	32323	18950
3152	32334	18941
3153	32343	18930
3154	32354	18920
3155	32364	18910
3156	32374	18899
3157	32384	18889
3158	32394	18878
3159	32403	18867
3160	32413	18857
3161	32423	18847
3162	32433	18836
3163	32444	18826
3164	32454	18816
3165	32464	18805
3166	32473	18795
3167	32483	18784
3168	32492	18773
3169	32502	18763
3170	32512	18752
3171	32522	18742
3172	32531	18731
3173	32542	18721
3174	32551	18710
3175	32561	18700
3176	32571	18690
3177	32580	18679
3178	32590	18668
3179	32601	18658
3180	32610	18647
3181	32620	18637
3182	32630	18626
3183	32639	18615
3184	32649	18605
3185	32659	18595
3186	32669	18584
3187	32678	18573
3188	32687	18563
3189	32697	18552
3190	32707	18541
3191	32717	18531
3192	32727	18521
3193	32736	18510
3194	32746	18499
3195	32755	18488
3196	32764	18478
3197	32774	18467
3198	32783	18456
3199	32793	18446
3200	32802	18435
3201	32812	18425
3202	32822	18414
3203	32830	18403
3204	32841	18393
3205	32850	18382
3206	32859	18371
3207	32869	18361
3208	32878	18350
3209	32888	18339
3210	32897	18328
3211	32907	18318
3212	32916	18307
3213	32925	18296
3214	32936	18286
3215	32947	18277
3216	32957	18266
3217	32967	18256
3218	32977	18245
3219	32987	18235
3220	32996	18224
3221	33006	18213
